FID_1,X_COORD,Y_COORD,NOM,SOUS_PREF,PCODE1,PCODE2,PCODE3,PAYS,AUTEUR,DISTRICT,CL_DISTRIC,DEPARTEMEN,DATE_CREAT,MAJ,DATE_MAJ,PCODES,PCODE4,REGION,CL_REGION
299,8836.98000000000,810245.00000000000,Nidrou,NIDROU,CIV06,CIV0602,CIV060201,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,KOUIBLY,2008,OCHA-CI,2012,OCHA-CI,CIV06020109,GUEMON,DUEKOUE
300,-45402.70000000000,801249.00000000000,Mahapleu,MAHAPLEU,CIV06,CIV0601,CIV060103,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DANANE,2008,OCHA-CI,2012,OCHA-CI,CIV06010305,TONKPI,MAN
301,9630.73000000000,763414.00000000000,Guéhiébly,GUEHIEBLY,CIV06,CIV0602,CIV060203,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DUEKOUE,2008,OCHA-CI,2012,OCHA-CI,CIV06020301,GUEMON,DUEKOUE
302,35560.00000000000,763414.00000000000,Bagohouo,BAGOHOUO,CIV06,CIV0602,CIV060203,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DUEKOUE,2008,OCHA-CI,2012,OCHA-CI,CIV06020302,GUEMON,DUEKOUE
303,43232.90000000000,747539.00000000000,Guézon,GUEZON,CIV06,CIV0602,CIV060203,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DUEKOUE,2008,OCHA-CI,2012,OCHA-CI,CIV06020304,GUEMON,DUEKOUE
304,37941.20000000000,718699.00000000000,Gbapleu,GBAPLEU,CIV06,CIV0602,CIV060203,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DUEKOUE,2008,OCHA-CI,2012,OCHA-CI,CIV06020305,GUEMON,DUEKOUE
305,75512.10000000001,791460.00000000000,Dania,DANIA,CIV08,CIV0801,CIV080101,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,VAVOUA,2008,OCHA-CI,2012,OCHA-CI,CIV08010105,HAUT-SASSANDRA,DALOA
306,94826.70000000000,773733.00000000000,Zaibo,ZAIBO,CIV08,CIV0801,CIV080102,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,DALOA,2008,OCHA-CI,2012,OCHA-CI,CIV08010204,HAUT-SASSANDRA,DALOA
307,110966.00000000000,734574.00000000000,Boguédia,BOGUEDIA,CIV08,CIV0801,CIV080104,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ISSIA,2008,OCHA-CI,2012,OCHA-CI,CIV08010401,HAUT-SASSANDRA,DALOA
308,173408.00000000000,715789.00000000000,Bayota,BAYOTA,CIV11,CIV1101,CIV110102,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GAGNOA,2008,OCHA-CI,2012,OCHA-CI,CIV11010201,GOH,GAGNOA
309,211244.00000000000,822681.00000000000,Ayaou Sran,AYAOU-SRAN,CIV04,CIV0402,CIV040204,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,SAKASSOU,2008,OCHA-CI,2012,OCHA-CI,CIV04020403,GBEKE,BOUAKE
310,217064.00000000000,818712.00000000000,Toumodi Sakassou,TOUMODI-SAKASSOU,CIV04,CIV0402,CIV040204,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,SAKASSOU,2008,OCHA-CI,2012,OCHA-CI,CIV04020404,GBEKE,BOUAKE
311,198014.00000000000,866866.00000000000,Kondrobo,KONDROBO,CIV04,CIV0402,CIV040202,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BEOUMI,2008,OCHA-CI,2012,OCHA-CI,CIV04020204,GBEKE,BOUAKE
312,249262.00000000000,853272.00000000000,Languibonou,LANGUIBONOU,CIV04,CIV0402,CIV040201,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BOTRO,2008,OCHA-CI,2012,OCHA-CI,CIV04020104,GBEKE,BOUAKE
313,362850.00000000000,847022.00000000000,Bonguéra,BONGUERA,CIV07,CIV0701,CIV070102,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,M'BAHIAKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010201,IFFOU,DAOUKRO
314,477415.00000000000,811833.00000000000,Tankessé,TANKESSE,CIV03,CIV0302,CIV030205,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,KOUN-FAO,2008,OCHA-CI,2012,OCHA-CI,CIV03020504,GONTOUGO,BONDOUKOU
315,394071.00000000000,825856.00000000000,Koffi Amonkro,KOFFI-AMONKRO,CIV07,CIV0701,CIV070101,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,PRIKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010105,IFFOU,DAOUKRO
316,285592.00000000000,903519.00000000000,Timbé,TIMBE,CIV04,CIV0401,CIV040103,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,KATIOLA,2008,OCHA-CI,2012,OCHA-CI,CIV04010302,HAMBOL,KATIOLA
317,-63659.00000000000,1065570.00000000000,Gbeleban,GBELEBAN,CIV02,CIV0202,CIV020203,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,ODIENNE,2008,OCHA-CI,2012,OCHA-CI,CIV02020302,KABADOUGOU,ODIENNE
318,476886.00000000000,575030.00000000000,Etuéboué,ETUEBOUE,CIV09,CIV0902,CIV090203,COTE D'IVOIRE,CNTIG,COMOE,ABENGOUROU,ADIAKE,2008,OCHA-CI,2012,OCHA-CI,CIV09020302,SUD-COMOE,ABOISSO
319,467625.00000000000,566563.00000000000,Assinie-Mafia,ASSINIE-MAFIA,CIV09,CIV0902,CIV090203,COTE D'IVOIRE,CNTIG,COMOE,ABENGOUROU,ADIAKE,2008,OCHA-CI,2012,OCHA-CI,CIV09020303,SUD-COMOE,ABOISSO
320,266013.00000000000,582968.00000000000,Yocoboué,YOCOBOUE,CIV11,CIV1102,CIV110203,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GUITRY,2008,OCHA-CI,2012,OCHA-CI,CIV11020304,LOH-DJIBOUA,DIVO
321,414420.00000000000,625923.00000000000,Danguira,DANGUIRA,CIV13,CIV1301,CIV130104,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,ALEPE,2008,OCHA-CI,2012,OCHA-CI,CIV13010401,ME,ADZOPE
322,362966.00000000000,634714.00000000000,Guessiguié,GUESSIGUIE,CIV13,CIV1302,CIV130202,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,AGBOVILLE,2008,OCHA-CI,2012,OCHA-CI,CIV13020210,AGNEBY-TIASSA,AGBOVILLE
323,250802.00000000000,771666.00000000000,Lolobo,LOLOBO1,CIV10,CIV1001,CIV100101,COTE D'IVOIRE,CNTIG,DISTRICT AUTONOME DE YAMOUSSOUKRO,YAMOUSSOUKRO,ATTIEGOUAKRO,2008,OCHA-CI,2012,OCHA-CI,CIV10010101,DISTRICT AUTONOME DE YAMOUSSOUKRO,YAMOUSSOUKRO
324,226176.00000000000,774149.00000000000,Kossou,KOSSOU,CIV10,CIV1001,CIV100102,COTE D'IVOIRE,CNTIG,DISTRICT AUTONOME DE YAMOUSSOUKRO,YAMOUSSOUKRO,YAMOUSSOUKRO,2008,OCHA-CI,2012,OCHA-CI,CIV10010201,DISTRICT AUTONOME DE YAMOUSSOUKRO,YAMOUSSOUKRO
325,-29676.40000000000,1132400.00000000000,Sokoro,SOKORO,CIV02,CIV0201,CIV020101,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,MINIGNAN,2008,OCHA-CI,2012,OCHA-CI,CIV02010103,FOLON,MINIGNAN
326,11210.30000000000,780393.00000000000,Gohouo Zagna,GOHOUO-ZAGNA,CIV06,CIV0602,CIV060202,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BANGOLO,2008,OCHA-CI,2012,OCHA-CI,CIV06020205,GUEMON,DUEKOUE
327,-28175.10000000000,727773.00000000000,Bedi Gaozon,BEDY-GOAZON,CIV06,CIV0603,CIV060302,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,GUIGLO,2008,OCHA-CI,2012,OCHA-CI,CIV06030201,CAVALLY,GUIGLO
328,138248.00000000000,705812.00000000000,Nahio,NAHIO,CIV08,CIV0801,CIV080104,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ISSIA,2008,OCHA-CI,2012,OCHA-CI,CIV08010407,HAUT-SASSANDRA,DALOA
329,185344.00000000000,659510.00000000000,Gnagbodougnoa,GNAGBODOUGNOA,CIV11,CIV1101,CIV110102,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GAGNOA,2008,OCHA-CI,2012,OCHA-CI,CIV11010209,GOH,GAGNOA
330,316049.00000000000,640460.00000000000,Gbolouville,GBOLOUVILLE,CIV13,CIV1302,CIV130201,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,TIASSALE,2008,OCHA-CI,2012,OCHA-CI,CIV13020106,AGNEBY-TIASSA,AGBOVILLE
331,-24677.90000000000,793100.00000000000,Podiagouiné,PODIAGOUINE,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010209,TONKPI,MAN
332,356236.00000000000,734045.00000000000,N'Guessankro,N'GUESSANKRO,CIV04,CIV0402,CIV040202,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BEOUMI,2008,OCHA-CI,2012,OCHA-CI,CIV04020201,GBEKE,BOUAKE
333,96884.10000000001,1134550.00000000000,Mahandiana Sokourani,MAHANDIANA-SOKOURANI,CIV02,CIV0201,CIV020102,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,KANIASSO,2008,OCHA-CI,2012,OCHA-CI,CIV02010201,FOLON,MINIGNAN
334,450897.00000000000,633428.00000000000,Aboisso-Comoé,ABOISSO-COMOE,CIV13,CIV1301,CIV130104,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,ALEPE,2008,OCHA-CI,2012,OCHA-CI,CIV13010402,ME,ADZOPE
335,-22707.80000000000,847741.00000000000,Blapleu,BLAPLEU,CIV06,CIV0601,CIV060101,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BIANKOUMA,2008,OCHA-CI,2012,OCHA-CI,CIV06010108,TONKPI,MAN
336,-80916.30000000000,785299.00000000000,Banneu,BANNEU,CIV06,CIV0601,CIV060104,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,ZOUAN-HOUNIEN,2008,OCHA-CI,2012,OCHA-CI,CIV06010401,TONKPI,MAN
337,354324.00000000000,767307.00000000000,Kouadioblékro,KOUADIOBLEKRO,CIV07,CIV0703,CIV070301,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,BOCANDA,2008,OCHA-CI,2012,OCHA-CI,CIV07030104,N'ZI,DIMBOKRO
338,225736.00000000000,626284.00000000000,Dairo Didizo,DAIRO-DIDIZO,CIV11,CIV1102,CIV110203,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GUITRY,2008,OCHA-CI,2012,OCHA-CI,CIV11020301,LOH-DJIBOUA,DIVO
339,209861.00000000000,634486.00000000000,Goudouko,GOUDOUKO,CIV11,CIV1102,CIV110201,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,LAKOTA,2008,OCHA-CI,2012,OCHA-CI,CIV11020106,LOH-DJIBOUA,DIVO
340,504343.00000000000,916797.00000000000,Laoudi-Ba,LAOUDI-BA,CIV03,CIV0302,CIV030201,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BONDOUKOU,2008,OCHA-CI,2012,OCHA-CI,CIV03020102,GONTOUGO,BONDOUKOU
341,480266.00000000000,959660.00000000000,Koutouba,KOUTOUBA,CIV03,CIV0301,CIV030104,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,NASSIAN,2008,OCHA-CI,2012,OCHA-CI,CIV03010401,BOUNKANI,BOUNA
342,4074.47000000000,522907.00000000000,Olodio,OLODIO,CIV12,CIV1202,CIV120201,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,TABOU,2008,OCHA-CI,2012,OCHA-CI,CIV12020103,SAN PEDRO,SAN PEDRO
343,-66485.30000000000,715239.00000000000,Diboké,DIBOKE,CIV06,CIV0603,CIV060301,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BLOLEQUIN,2008,OCHA-CI,2012,OCHA-CI,CIV06030105,CAVALLY,GUIGLO
344,483922.00000000000,585522.00000000000,Adjouan,ADJOUAN,CIV09,CIV0902,CIV090201,COTE D'IVOIRE,CNTIG,COMOE,ABENGOUROU,ABOISSO,2008,OCHA-CI,2012,OCHA-CI,CIV09020108,SUD-COMOE,ABOISSO
345,62346.90000000000,745919.00000000000,Guessabo,GUESSABO,CIV08,CIV0801,CIV080103,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ZOUKOUGBEU,2008,OCHA-CI,2012,OCHA-CI,CIV08010304,HAUT-SASSANDRA,DALOA
346,56261.40000000000,773171.00000000000,Domangbeu,DOMANGBEU,CIV08,CIV0801,CIV080103,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ZOUKOUGBEU,2008,OCHA-CI,2012,OCHA-CI,CIV08010301,HAUT-SASSANDRA,DALOA
347,311471.00000000000,671797.00000000000,Morokro,MOROKRO,CIV13,CIV1302,CIV130201,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,TIASSALE,2008,OCHA-CI,2012,OCHA-CI,CIV13020102,AGNEBY-TIASSA,AGBOVILLE
348,305028.00000000000,648342.00000000000,N'Douci,N'DOUCI,CIV13,CIV1302,CIV130201,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,TIASSALE,2008,OCHA-CI,2012,OCHA-CI,CIV13020105,AGNEBY-TIASSA,AGBOVILLE
349,12316.20000000000,855656.00000000000,Gouiné,GOUINE,CIV06,CIV0601,CIV060101,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BIANKOUMA,2008,OCHA-CI,2012,OCHA-CI,CIV06010101,TONKPI,MAN
350,443190.00000000000,609325.00000000000,Bongo,BONGO,CIV09,CIV0902,CIV090202,COTE D'IVOIRE,CNTIG,COMOE,ABENGOUROU,GRAND-BASSAM,2008,OCHA-CI,2012,OCHA-CI,CIV09020201,SUD-COMOE,ABOISSO
351,468950.00000000000,871217.00000000000,Tchèdio,TCHEDIO,CIV03,CIV0302,CIV030203,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,TANDA,2008,OCHA-CI,2012,OCHA-CI,CIV03020302,GONTOUGO,BONDOUKOU
352,206288.00000000000,908280.00000000000,Bouandougou,BOUANDOUGOU,CIV05,CIV0501,CIV050101,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,MANKONO,2008,OCHA-CI,2012,OCHA-CI,CIV05010105,BERE,MANKONO
353,284269.00000000000,682451.00000000000,Pacobo,PACOBO,CIV13,CIV1302,CIV130201,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,TIASSALE,2008,OCHA-CI,2012,OCHA-CI,CIV13020103,AGNEBY-TIASSA,AGBOVILLE
354,11702.20000000000,706489.00000000000,Nizahon,NIZAHON,CIV06,CIV0603,CIV060302,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,GUIGLO,2008,OCHA-CI,2012,OCHA-CI,CIV06030204,CAVALLY,GUIGLO
355,291246.00000000000,765860.00000000000,Yakpabo Sakassou,YAKPABO-SAKASSOU,CIV07,CIV0702,CIV070202,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,TIEBISSOU,2008,OCHA-CI,2012,OCHA-CI,CIV07020204,BELIER,TOUMODI
356,397192.00000000000,648132.00000000000,Yakassé-Mé,YAKASSE-ME,CIV13,CIV1301,CIV130102,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,ADZOPE,2008,OCHA-CI,2012,OCHA-CI,CIV13010206,ME,ADZOPE
357,38329.00000000000,791054.00000000000,Bléniméouin,BLENIMEOUIN,CIV06,CIV0602,CIV060202,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BANGOLO,2008,OCHA-CI,2012,OCHA-CI,CIV06020203,GUEMON,DUEKOUE
358,-99819.80000000000,717992.00000000000,Bakoubly,BAKOUBLI,CIV06,CIV0603,CIV060303,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,TOULEPLEU,2008,OCHA-CI,2012,OCHA-CI,CIV06030305,CAVALLY,GUIGLO
359,173719.00000000000,962296.00000000000,Boron,BORON,CIV01,CIV0102,CIV010203,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,DIKODOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01020303,PORO,KORHOGO
360,442998.00000000000,836750.00000000000,Boahia,BOAHIA,CIV03,CIV0302,CIV030205,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,KOUN-FAO,2008,OCHA-CI,2012,OCHA-CI,CIV03020502,GONTOUGO,BONDOUKOU
361,469172.00000000000,599723.00000000000,Adaou,ADAOU,CIV09,CIV0902,CIV090201,COTE D'IVOIRE,CNTIG,COMOE,ABENGOUROU,ABOISSO,2008,OCHA-CI,2012,OCHA-CI,CIV09020107,SUD-COMOE,ABOISSO
362,-19352.00000000000,1073670.00000000000,Samango,SAMANGO,CIV02,CIV0202,CIV020203,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,ODIENNE,2008,OCHA-CI,2012,OCHA-CI,CIV02020301,KABADOUGOU,ODIENNE
363,414036.00000000000,652453.00000000000,Annepé,ANNEPE,CIV13,CIV1301,CIV130102,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,ADZOPE,2008,OCHA-CI,2012,OCHA-CI,CIV13010204,ME,ADZOPE
364,-8003.11000000000,805003.00000000000,Bogouiné,BOGOUINE,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010207,TONKPI,MAN
365,4341.97000000000,1089420.00000000000,Attoutou A,ATTOUTOU,CIV13,CIV1303,CIV130303,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,JACQUEVILLE,2008,OCHA-CI,2012,OCHA-CI,CIV13030301,GRANDS PONTS,DABOU
366,-12472.80000000000,765959.00000000000,Kahin-Zarabaon,KAHIN-ZARABAON,CIV06,CIV0602,CIV060202,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BANGOLO,2008,OCHA-CI,2012,OCHA-CI,CIV06020209,GUEMON,DUEKOUE
367,-1889.49000000000,856182.00000000000,Kpata,KPATA,CIV06,CIV0601,CIV060101,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BIANKOUMA,2008,OCHA-CI,2012,OCHA-CI,CIV06010105,TONKPI,MAN
368,-57684.90000000000,796448.00000000000,Zonneu,ZONNEU,CIV06,CIV0601,CIV060103,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DANANE,2008,OCHA-CI,2012,OCHA-CI,CIV06010306,TONKPI,MAN
369,35152.20000000000,812790.00000000000,Ouyably-Yondrou,OUYABLY-YONDROU,CIV06,CIV0602,CIV060201,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,KOUIBLY,2008,OCHA-CI,2012,OCHA-CI,CIV06020104,GUEMON,DUEKOUE
370,4989.69000000000,842688.00000000000,Sandougou-Soba,SANDOUGOU-SOBA,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010201,TONKPI,MAN
371,-16706.20000000000,813055.00000000000,Gbangbegouiné-Yati,GBANGBEGOUINE-YATI,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010204,TONKPI,MAN
372,391282.00000000000,869411.00000000000,Famienkro,FAMIENKRO,CIV07,CIV0701,CIV070101,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,PRIKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010101,IFFOU,DAOUKRO
373,419328.00000000000,840836.00000000000,Nafana,NAFANA,CIV07,CIV0701,CIV070101,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,PRIKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010104,IFFOU,DAOUKRO
374,274071.00000000000,1050120.00000000000,Togoniéré,TOGONIERE,CIV01,CIV0103,CIV010302,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,FERKESSEDOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01030202,TCHOLOGO,FERKESSEDOUGOU
375,198665.00000000000,1149080.00000000000,Toumoukoro,TOUMOUKORO,CIV01,CIV0103,CIV010301,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,OUANGOLODOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01030101,TCHOLOGO,FERKESSEDOUGOU
376,299472.00000000000,855653.00000000000,Mamini,MAMINI,CIV04,CIV0402,CIV040203,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BOUAKE,2008,OCHA-CI,2012,OCHA-CI,CIV04020302,GBEKE,BOUAKE
377,85687.80000000000,753259.00000000000,Grégbeu,GREGBEU,CIV08,CIV0801,CIV080103,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ZOUKOUGBEU,2008,OCHA-CI,2012,OCHA-CI,CIV08010303,HAUT-SASSANDRA,DALOA
378,400882.00000000000,770266.00000000000,Krégbé,KREGBE,CIV07,CIV0703,CIV070304,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,ARRAH,2008,OCHA-CI,2012,OCHA-CI,CIV07030401,N'ZI,DIMBOKRO
379,137679.00000000000,1126320.00000000000,Blességué,BLESSEGUE,CIV01,CIV0101,CIV010102,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KOUTO,2008,OCHA-CI,2012,OCHA-CI,CIV01010201,BAGOUE,BOUNDIALI
380,74331.60000000001,725672.00000000000,Iboguhé,IBOGUHE,CIV08,CIV0801,CIV080104,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ISSIA,2008,OCHA-CI,2012,OCHA-CI,CIV08010402,HAUT-SASSANDRA,DALOA
381,12085.40000000000,825642.00000000000,Fagnampleu,FAGNAMPLEU,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010206,TONKPI,MAN
382,300772.00000000000,799741.00000000000,Boli,BOLI,CIV07,CIV0702,CIV070201,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DIDIEVI,2008,OCHA-CI,2012,OCHA-CI,CIV07020103,BELIER,TOUMODI
383,4341.97000000000,1089420.00000000000,Kaniasso,KANIASSO,CIV02,CIV0201,CIV020102,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,KANIASSO,2008,OCHA-CI,2012,OCHA-CI,CIV02010203,FOLON,MINIGNAN
384,258597.00000000000,1061810.00000000000,FERKESSEDOUGOU,FERKESSEDOUGOU,CIV01,CIV0103,CIV010302,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,FERKESSEDOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01030201,TCHOLOGO,FERKESSEDOUGOU
385,402030.00000000000,705497.00000000000,Akoupe,AKOUPE,CIV13,CIV1301,CIV130101,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,AKOUPE,2008,OCHA-CI,2012,OCHA-CI,CIV13010102,ME,ADZOPE
386,35549.10000000000,1074990.00000000000,N'Goloblasso,N'GOLOBLASSO,CIV02,CIV0202,CIV020202,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,MADINANI,2008,OCHA-CI,2012,OCHA-CI,CIV02020202,KABADOUGOU,ODIENNE
387,71267.89999999999,1012820.00000000000,Gbongaha,GBONGAHA,CIV02,CIV0202,CIV020202,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,MADINANI,2008,OCHA-CI,2012,OCHA-CI,CIV02020205,KABADOUGOU,ODIENNE
388,89728.20000000000,707868.00000000000,Namané,NAMANE,CIV08,CIV0801,CIV080104,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ISSIA,2008,OCHA-CI,2012,OCHA-CI,CIV08010405,HAUT-SASSANDRA,DALOA
389,111442.00000000000,707202.00000000000,Tapéguia,TAPEGUIA,CIV08,CIV0801,CIV080104,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ISSIA,2008,OCHA-CI,2012,OCHA-CI,CIV08010406,HAUT-SASSANDRA,DALOA
390,393716.00000000000,779919.00000000000,Daoukro,DAOUKRO,CIV07,CIV0701,CIV070103,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DAOUKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010306,IFFOU,DAOUKRO
391,362768.00000000000,805489.00000000000,Ananda,ANANDA,CIV07,CIV0701,CIV070103,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DAOUKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010303,IFFOU,DAOUKRO
392,391364.00000000000,846456.00000000000,Prikro,PRIKRO,CIV07,CIV0701,CIV070101,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,PRIKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010102,IFFOU,DAOUKRO
393,328729.00000000000,651518.00000000000,Aboudé,ABOUDE,CIV13,CIV1302,CIV130202,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,AGBOVILLE,2008,OCHA-CI,2012,OCHA-CI,CIV13020206,AGNEBY-TIASSA,AGBOVILLE
394,337432.00000000000,671039.00000000000,Ananguié,ANANGUIE,CIV13,CIV1302,CIV130202,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,AGBOVILLE,2008,OCHA-CI,2012,OCHA-CI,CIV13020204,AGNEBY-TIASSA,AGBOVILLE
395,382361.00000000000,673355.00000000000,Attobrou,ATTOBROU,CIV13,CIV1302,CIV130202,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,AGBOVILLE,2008,OCHA-CI,2012,OCHA-CI,CIV13020203,AGNEBY-TIASSA,AGBOVILLE
396,-14065.20000000000,963506.00000000000,Niokosso,NIOKOSSO,CIV05,CIV0502,CIV050201,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,KORO,2008,OCHA-CI,2012,OCHA-CI,CIV05020104,BAFING,TOUBA
397,-24894.30000000000,903800.00000000000,Gbèlo,GBELO,CIV05,CIV0502,CIV050203,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,OUANINOU,2008,OCHA-CI,2012,OCHA-CI,CIV05020305,BAFING,TOUBA
398,-34467.90000000000,891270.00000000000,Gouékan,GOUEKAN,CIV05,CIV0502,CIV050203,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,OUANINOU,2008,OCHA-CI,2012,OCHA-CI,CIV05020306,BAFING,TOUBA
399,-64809.80000000000,929391.00000000000,Saboudougou,SABOUDOUGOU,CIV05,CIV0502,CIV050203,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,OUANINOU,2008,OCHA-CI,2012,OCHA-CI,CIV05020301,BAFING,TOUBA
